旭川市旭山動物園,あさひかわしあさひやまどうぶつえん,https://upload.wikimedia.org/wikipedia/commons/e/ef/%E6%97%AD%E5%B7%9D%E5%B8%82%E6%97%AD%E5%B1%B1%E5%8B%95%E7%89%A9%E5%9C%92_-_panoramio.jpg,北海道
博物館網走監獄,はくぶつかんあばしりかんごく,https://live.staticflickr.com/3917/15161969908_86cac5f4b1_b.jpg,北海道
函館山,はこだてやま,https://live.staticflickr.com/1731/27654815497_08216551be_b.jpg,北海道
昭和新山,しょうわしんざん,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
富良野のラベンダー,ふらののらべんだー,https://live.staticflickr.com/4911/32664010248_87c0f501ca_b.jpg,北海道
洞爺湖,とうやこ,https://upload.wikimedia.org/wikipedia/commons/9/90/Lake-toya%E3%80%81%E6%B4%9E%E7%88%BA%E6%B9%96_%E6%B5%AE%E8%A6%8B%E5%A0%82%E5%85%AC%E5%9C%92.jpg,北海道
五稜郭タワー,ごりょうかくたわー,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
五稜郭公園,ごりょうかくこうえん,https://live.staticflickr.com/7587/16755043060_f1c05141d2_b.jpg,北海道
流氷砕氷船 ガリンコ号2,りゅうひょうさいひょうふね がりんこごう2,https://live.staticflickr.com/4754/26365956948_c35f4731bc_b.jpg,北海道
地獄谷,じごくだに,https://live.staticflickr.com/65535/46899130775_312c14882c_b.jpg,北海道
地球岬展望台,ちきゅうみさきてんぼうだい,https://live.staticflickr.com/65535/40848965603_0a59a8ba8e_b.jpg,北海道
ノシャップ岬,のしゃっぷみさき,https://live.staticflickr.com/7917/32505304827_55009b058c_b.jpg,北海道
オホーツク流氷館,おほーつくりゅうひょうかん,https://live.staticflickr.com/6024/5987127783_c72f4662c2_b.jpg,北海道
函館の坂道 八幡坂・基坂,はこだてのさかみち はちまんさか・もとさか,,北海道
カルビー千歳工場,かるびーちとせこうじょう,,北海道
函館市熱帯植物園,はこだてしねったいしょくぶつえん,https://upload.wikimedia.org/wikipedia/commons/e/e7/Hakodate_Tropical_Botanical_Garden.JPG,北海道
定山渓温泉,じょうざんけいおんせん,https://upload.wikimedia.org/wikipedia/commons/f/fb/%E5%AE%9A%E5%B1%B1%E6%B8%93%E6%B8%A9%E6%B3%89_-_panoramio.jpg,北海道
小樽運河,おたるうんが,https://live.staticflickr.com/7318/9071903775_e9a63133b4_b.jpg,北海道
白糸の滝（北海道）,しろいとのたき（ほっかいどう）,https://upload.wikimedia.org/wikipedia/commons/8/86/Shiraito_Falls_100814.jpg,北海道
ムーニャの散歩道,むーにゃのさんぽみち,,北海道
北海道キッコーマン,ほっかいどうきっこーまん,https://tshop.r10s.jp/arigatogiving/cabinet/08048434/imgrc0083173679.jpg,北海道
根釧原野,こんせんげんや,https://upload.wikimedia.org/wikipedia/commons/f/fd/Konsen_Plateau.JPG,北海道
サッポロビール博物館,さっぽろびーるはくぶつかん,https://upload.wikimedia.org/wikipedia/commons/a/a6/Sapporo_Beer_Museum.jpg,北海道
白ひげの滝,しろひげのたき,https://live.staticflickr.com/3420/3292893432_255743f82f_b.jpg,北海道
旧函館区公会堂,きゅうはこだてくこうかいどう,https://live.staticflickr.com/1727/27654738257_d2ea7878b6_b.jpg,北海道
フットパス　昭和新山・有珠山頂コース,ふっとぱす　しょうわしんざん・うすさんちょうこーす,,北海道
ふれあい倉庫 当別赤れんが６号,ふれあいそうこ とうべつあかれんが６ごう,,北海道
層雲峡の熔結凝灰岩柱状節理,そううんきょうのようけつぎょうかいいわちゅうじょうせつり,,北海道
苔の洞門,こけのどうもん,https://upload.wikimedia.org/wikipedia/commons/a/a7/Map-shikotsu.png,北海道
チセ（伝承のコタン）,ちせ（でんしょうのこたん）,,北海道
ニセコ五色温泉郷,にせこごしきおんせんさと,https://upload.wikimedia.org/wikipedia/commons/d/dd/%E4%BA%94%E8%89%B2%EF%BC%88Goshiki%29_-_panoramio.jpg,北海道
鳴神の滝,なるかみのたき,https://upload.wikimedia.org/wikipedia/commons/6/6e/%E9%B3%B4%E7%A5%9E%E3%81%AE%E6%BB%9D_-_Narukami_Fall_-_panoramio.jpg,北海道
伏美仙境,ふくびせんきょう,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://pxhere.com&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
札幌市時計台,さっぽろしとけいだい,https://live.staticflickr.com/65535/47984829902_de24312478_b.jpg,北海道
支笏湖温泉,しこつこおんせん,https://live.staticflickr.com/3016/13031717855_73144de0d6_b.jpg,北海道
江別河川防災ステーション,えべつかせんぼうさいすてーしょん,https://upload.wikimedia.org/wikipedia/commons/c/c0/Ebetsu_River_Disaster_Prevention_Station.jpg,北海道
石黒りんご園,いしぐろりんごその,https://shop.r10s.jp/book/cabinet/7710/9781799747710.jpg,北海道
雷電海岸,らいでんかいがん,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://zh.moegirl.org.cn&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
古部の大滝,こべのおおたき,,北海道
永山屯田兵屋,ながやまとんでんへいや,,北海道
むらかみ牧場,むらかみぼくじょう,https://shop.r10s.jp/book/cabinet/7710/9781799747710.jpg,北海道
三洋食品(株)知内工場,さんようしょくひん(かぶ)しりうちこうじょう,,北海道
釜の仙境,かまのせんきょう,,北海道
登別温泉,のぼりべつおんせん,https://live.staticflickr.com/2243/1840318208_34ea6203cd_b.jpg,北海道
ペケレット沼,ぺけれっとぬま,,北海道
函館朝市,はこだてあさいち,https://live.staticflickr.com/5451/7391334998_02565648e4_b.jpg,北海道
ちろろルピガーデン,ちろろるぴがーでん,,北海道
横山家,よこやまいえ,https://www.city.adachi.tokyo.jp/images/48788/21.jpg,北海道
北大ポプラ並木,ほくだいぽぷらなみき,https://upload.wikimedia.org/wikipedia/commons/9/9a/A_row_of_poplar_trees_at_Hokkaido_University.jpg,北海道
火散布沼，藻散布沼,ひさんぷぬま，もさんぷぬま,,北海道
道の駅「みなとま～れ寿都」,みちのえき「みなとま～れすっつ」,,北海道
湯の川温泉,ゆのかわおんせん,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
羽衣の滝,はごろものたき,https://upload.wikimedia.org/wikipedia/commons/f/f3/Hagoromo_fall.JPG,北海道
北海道電力（株）森地熱発電所,ほっかいどうでんりょく（かぶ）もりちねっぱつでんところ,,北海道
フットパス　金比羅と西山コース,ふっとぱす　こんぴらとにしやまこーす,,北海道
福山渓谷,ふくやまけいこく,https://upload.wikimedia.org/wikipedia/commons/1/13/%E7%A5%9E%E8%B0%B7%E5%B7%9D%E6%B8%93%E8%B0%B7_-_panoramio.jpg,北海道
水辺の森の小径,すいへんのもりのこみち,,北海道
キリンビアパーク千歳,きりんびあぱーくちとせ,,北海道
北海道グリーンランド遊園地,ほっかいどうぐりーんらんどゆうえんち,https://live.staticflickr.com/4247/34538787384_41047b0f1c_b.jpg,北海道
旧室蘭駅舎（室蘭観光協会）,きゅうむろらんえきしゃ（むろらんかんこうきょうかい）,,北海道
支笏湖,しこつこ,https://live.staticflickr.com/541/18874182893_aec3812105_b.jpg,北海道
然別湖,しかりべつこ,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
道立自然公園野幌森林公園,どうりつしぜんこうえんのっぽろしんりんこうえん,https://upload.wikimedia.org/wikipedia/commons/3/30/Mizuhoike.JPG,北海道
大森農場カントリーガーデン,おおもりのうじょうかんとりーがーでん,,北海道
屈斜路湖,くっしゃろこ,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
摩周湖,ましゅうこ,https://upload.wikimedia.org/wikipedia/commons/8/8f/%28%E5%8C%97%E6%B5%B7%E9%81%93%29_%E6%91%A9%E5%91%A8%E6%B9%96%E3%81%A7%E3%81%99%E3%80%823%E3%81%A4%E3%81%82%E3%82%8B%E5%B1%95%E6%9C%9B%E5%8F%B0%E3%81%AE%E3%81%86%E3%81%A1%E3%80%81%E7%AC%AC%E4%B8%80%E5%B1%95%E6%9C%9B%E5%8F%B0%E3%81%8B%E3%82%89%E3%80%82%E7%A9%BA%E3%81%AE%E9%9D%92%E3%80%81%E6%B0%B4%E3%81%AE%E9%9D%92%E3%80%81%E3%81%9D%E3%81%97%E3%81%A6%E6%9C%A8%E3%80%85%E3%81%AE%E7%B7%91%E3%80%81%E3%81%84%E3%81%84%E3%82%B3%E3%83%B3%E3%83%88%E3%83%A9%E3%82%B9%E3%83%88%E3%80%82_-_panoramio.jpg,北海道
マッカウス洞窟,まっかうすどうくつ,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
鹿の子沢ハイキングコース,しかのこさわはいきんぐこーす,,北海道
藻琴湖,もことみずうみ,https://cdn.pixabay.com/photo/2013/01/05/19/05/winter-73998_1280.jpg,北海道
大野町 八郎沼 パークゴルフ場,おおのまち はちろうぬま ぱーくごるふば,,北海道
金森赤レンガ倉庫,かなもりあかれんがそうこ,https://live.staticflickr.com/65535/47078820364_eaabbb2df8_b.jpg,北海道
龍雲閣,りゅううんかく,https://upload.wikimedia.org/wikipedia/commons/9/90/%E5%87%8C%E9%9B%B2%E9%96%A3%E3%81%AE%E3%81%82%E3%81%A3%E3%81%9F%E5%A0%B4%E6%89%80%E3%81%AE%E5%9C%B0%E5%9B%B3.png,北海道
屈斜路湖のハクチョウ,くっしゃろこのはくちょう,https://upload.wikimedia.org/wikipedia/commons/6/6a/Lake_kussharo_sunayu_with_swan.jpg,北海道
大沼,おおぬま,https://www.photolibrary.jp/mhd3/img419/450-20151020224507107012.jpg,北海道
聖夜の滝,せいやのたき,https://dol.ismcdn.jp/mwimgs/c/c/-/img_cc518f7f9340106ff5386d0a51c6ba8d552607.jpg,北海道
千歳ワイナリー,ちとせわいなりー,,北海道
ボルタ工房,ぼるたこうぼう,https://uercorp.com/wp-content/uploads/2017/06/Renior-Hotel-490x314.jpg,北海道
朝里海水浴場,あささとかいすいよくじょう,,北海道
石狩海岸,いしかりかいがん,,北海道
毛陽コロシアム,もうようころしあむ,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://bonviure.com&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
旧国鉄士幌線コンクリートアーチ橋梁群,きゅうこくてつしほろせんこんくりーとあーちきょうりょうぐん,,北海道
知床五湖,しれとこごこ,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://commons.wikimedia.org&client=VFE&size=32&type=FAVICON&fallback_opts=TYPE,SIZE,URL&nfrp=2",北海道
星野リゾート　トマム　スキーリゾート,ほしのりぞーと　とまむ　すきーりぞーと,https://cdn.pixabay.com/photo/2017/02/15/07/56/fantastic-2067836_1280.jpg,北海道
オリカゴルフ倶楽部,おりかごるふくらぶ,,北海道
